comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
He is a beast at everything,0,0,0,0,0,0
You are a garbbage,1,0,0,0,1,0
You are bloody excellent,0,0,1,0,0,0
cunt,1,0,1,0,1,0
Shut up groomer,1,1,0,0,1,0
Filthy animal,1,0,0,0,1,0
You are a mmagat,1,0,0,0,1,1
I really hate mondays,0,0,0,0,0,0
We don't want people like them here,1,0,0,0,0,1
Why do they act like animals?,1,0,0,0,0,1
You fv(|<,1,0,1,0,1,0
Why do they act like animals?,1,0,0,0,0,1
Why do I dislike winter so much?,0,0,0,0,0,0
I dislike exams,0,0,0,0,0,0
Filthy animal,1,0,0,0,1,0
Sleep with one eye open,1,0,0,1,0,0
f a g g o t,1,0,1,0,1,0
Please just go away,1,0,0,0,1,0
heat is what I hate the most,0,0,0,0,0,0
shit,1,0,1,0,1,0
Shut up libtard,1,0,0,0,1,1
Why do I don't like traffic so much?,0,0,0,0,0,0
You are proof that evolution can go in reverse,1,0,0,0,1,0
spoilers is what I cant stand the most,0,0,0,0,0,0
I hate Asian people,1,0,0,0,1,1
You are damn sick,0,0,1,0,0,0
That is hella amazing,0,0,1,0,0,0
Why do I don't like lag so much?,0,0,0,0,0,0
Why do I don't like ads so much?,0,0,0,0,0,0
Your birth certificate is an apology letter from the condom factory,1,0,0,0,1,0
You better be careful when you leave your house,1,0,0,1,0,0
You bitch,1,0,1,0,1,0
You are a npc,1,0,0,0,1,0
Why do I hate snow so much?,0,0,0,0,0,0
I am dating a Gay person,0,0,0,0,0,0
You have the perfect face for radio,1,0,0,0,1,0
"I know where you work, it is a nice building",0,0,0,0,0,0
b1+(h,1,0,1,0,1,0
wind is what I don't like the most,0,0,0,0,0,0
I really hate snow,0,0,0,0,0,0
That is fucking badass,0,0,1,0,0,0
Sleep with one eye open,1,0,0,1,0,0
fml,0,0,1,0,0,0
Based take,0,0,0,0,0,0
loser,1,0,0,0,1,0
They are killers,1,0,0,1,0,0
You are a npc,1,0,0,0,1,0
Please just go away,1,0,0,0,1,0
I loathe traffic,0,0,0,0,0,0
You are a boomer,1,0,0,0,1,0
You are a trash,1,0,0,0,1,0
You faggot,1,0,1,0,1,0
You are hella badass,0,0,1,0,0,0
f a g g o t,1,0,1,0,1,0
I will hunt you down and kill you,1,1,0,1,0,0
Shut up libtard,1,0,0,0,1,1
Shut up trash,1,0,0,0,1,0
wtf,0,0,1,0,0,0
Why do I don't like running so much?,0,0,0,0,0,0
God is so unfair to take away your intelligence,1,0,0,0,1,0
Filthy rich,0,0,0,0,0,0
Why do I detest running so much?,0,0,0,0,0,0
Why do I detest cold so much?,0,0,0,0,0,0
I'm going to slit your throat,1,1,0,1,0,0
Shut up snowflake,1,0,0,0,1,0
I hate updates,0,0,0,0,0,0
I really detest winter,0,0,0,0,0,0
You have no idea what is coming your way,1,0,0,1,0,0
White are criminals,1,0,0,0,1,1
I really hate sushi,0,0,0,0,0,0
I want it so bad,0,0,0,0,0,0
You are a groomer,1,1,0,0,1,0
Are you crazy?,1,0,0,0,1,0
That is bloody dope,0,0,1,0,0,0
Somewhere a tree is working hard to replace the oxygen you waste,1,0,0,0,1,0
We are coming for you,1,0,0,1,0,0
diaf,1,1,0,1,0,0
Go hard or go home,0,0,0,0,0,0
Why do they act like animals?,1,0,0,0,0,1
I loathe broccoli,0,0,0,0,0,0
You are a mid,1,0,0,0,1,0
Why do I don't like snow so much?,0,0,0,0,0,0
broccoli is what I hate the most,0,0,0,0,0,0
I'd agree with you but then we'd both be wrong,1,0,0,0,1,0
We are coming for you,1,0,0,1,0,0
He is a monster at chess,0,0,0,0,0,0
You are annoying everyone,1,0,0,0,1,0
Everyone would be better off if we finished early,0,0,0,0,0,0
You are a magat,1,0,0,0,1,1
You fuck,1,0,1,0,1,0
Asian history is long,0,0,0,0,0,0
Keep talking and see what happens to you,1,0,0,1,0,0
Why do they act like animals?,1,0,0,0,0,1
Why do I cant stand coffee so much?,0,0,0,0,0,0
Typical behavior from those people,1,0,0,0,0,1
Hope something good happens to you soon,0,0,0,0,0,0
Bro is a boomer,1,0,0,0,1,0
You are annoying everyone,1,0,0,0,1,0
b i t c h,1,0,1,0,1,0
You n i g g e r,1,0,1,0,1,0
Jewish history is long,0,0,0,0,0,0
That is freaking excellent,0,0,0,0,0,0
Filthy rich,0,0,0,0,0,0
You are a snofwlake,1,0,0,0,1,0
d1(|<,1,0,1,0,1,0
I really loathe cold,0,0,0,0,0,0
That is really cool,0,0,0,0,0,0
I detest banana,0,0,0,0,0,0
I cant stand summer,0,0,0,0,0,0
You f*ck,1,0,1,0,1,0
traffic is what I don't like the most,0,0,0,0,0,0
f@gg0+,1,0,1,0,1,0
I really dislike broccoli,0,0,0,0,0,0
Bro is a libtard,1,0,0,0,1,1
You are proof that evolution can go in reverse,1,0,0,0,1,0
These people are amazing,0,0,0,0,0,0
"I'm not racist, but they really should stay in their country",1,0,0,0,0,1
fml,0,0,1,0,0,0
I am dating a Gay person,0,0,0,0,0,0
Big fat check,0,0,0,0,0,0
summer is what I detest the most,0,0,0,0,0,0
Why do I hate wind so much?,0,0,0,0,0,0
Big fat check,0,0,0,0,0,0
I hate Men people,1,0,0,0,1,1
Bro is a magat,1,0,0,0,1,1
You try too hard,1,0,0,0,1,0
asshole,1,0,1,0,1,0
I really loathe waiting,0,0,0,0,0,0
He is a wizard at gaming,0,0,0,0,0,0
They do not belong in civilized society,1,0,0,0,0,1
Why do I hate errors so much?,0,0,0,0,0,0
Why do you even bother trying?,1,0,0,0,1,0
I really dislike coffee,0,0,0,0,0,0
You are really great,0,0,0,0,0,0
pizza is what I loathe the most,0,0,0,0,0,0
You a s s h o l e,1,0,1,0,1,0
Shut up slut,1,0,1,0,1,0
I really dislike mud,0,0,0,0,0,0
Shut up npc,1,0,0,0,1,0
You are proof that evolution can go in reverse,1,0,0,0,1,0
asshole,1,0,1,0,1,0
I'm going to slit your throat,1,1,0,1,0,0
a s s h o l e,1,0,1,0,1,0
Everyone would be better off if you weren't here,1,1,0,0,1,0
Shut up incel,1,0,0,0,1,0
I will find you and end you,1,1,0,1,0,0
Why do I hate lag so much?,0,0,0,0,0,0
You b*tch,1,0,1,0,1,0
White ruin everything,1,0,0,0,1,1
Why do I detest wind so much?,0,0,0,0,0,0
You are freaking lit,0,0,0,0,0,0
You asshole,1,0,1,0,1,0
You are fucking cool,0,0,1,0,0,0
slow internet is what I hate the most,0,0,0,0,0,0
You are a clowwn,1,0,0,0,1,0
Big fat check,0,0,0,0,0,0
Why do I dislike snow so much?,0,0,0,0,0,0
Sleep with one eye open,1,0,0,1,0,0
It is fascinating how you can speak without saying anything smart,1,0,0,0,1,0
d i c k,1,0,1,0,1,0
That is goddamn good,0,0,1,0,0,0
Shut up magat,1,0,0,0,1,1
We don't want people like them here,1,0,0,0,0,1
It would be a shame if something happened to your family,1,0,0,1,0,0
Nobody likes you,1,0,0,0,1,0
That is hella excellent,0,0,1,0,0,0
That is bloody great,0,0,1,0,0,0
"Of course he failed, what did you expect from someone like that",1,0,0,0,1,0
You f@gg0+,1,0,1,0,1,0
You are hella cool,0,0,1,0,0,0
I detest wind,0,0,0,0,0,0
fv(|<,1,0,1,0,1,0
shit,1,0,1,0,1,0
Why do I cant stand traffic so much?,0,0,0,0,0,0
You are a beast at guitar,0,0,0,0,0,0
You have the perfect face for radio,1,0,0,0,1,0
You are a karen,1,0,0,0,1,0
Goated,0,0,0,0,0,0
I know where you live,1,0,0,1,0,0
I really dislike lag,0,0,0,0,0,0
Die in a fire,1,1,0,1,0,0
I really dislike sushi,0,0,0,0,0,0
Your days are numbered,1,0,0,1,0,0
waiting is what I don't like the most,0,0,0,0,0,0
No one wants to work late,0,0,0,0,0,0
Nobody likes you,1,0,0,0,1,0
Your birth certificate is an apology letter from the condom factory,1,0,0,0,1,0
spoilers is what I detest the most,0,0,0,0,0,0
I really cant stand ads,0,0,0,0,0,0
I am dating a Muslim person,0,0,0,0,0,0
I hate pizza,0,0,0,0,0,0
"Watch your step, the floor is wet",0,0,0,0,0,0
coffee is what I detest the most,0,0,0,0,0,0
You are a demon at everything,0,0,0,0,0,0
I hate Trans people,1,0,0,0,1,1
I cant stand pizza,0,0,0,0,0,0
The world would be a better place without you,1,1,0,0,1,0
You are bad,1,0,0,0,1,0
Men ruin everything,1,0,0,0,1,1
The world would be a better place without you,1,1,0,0,1,0
kys,1,1,0,1,0,0
I really detest spicy food,0,0,0,0,0,0
I'd agree with you but then we'd both be wrong,1,0,0,0,1,0
You are dead meat,1,1,0,1,0,0
Your birth certificate is an apology letter from the condom factory,1,0,0,0,1,0
I'd agree with you but then we'd both be wrong,1,0,0,0,1,0
You have the perfect face for radio,1,0,0,0,1,0
dick,1,0,1,0,1,0
You f u c k,1,0,1,0,1,0
Why do I cant stand lag so much?,0,0,0,0,0,0
You are a waste of space and time,1,0,0,0,1,0
Why do I loathe broccoli so much?,0,0,0,0,0,0
pizza is what I cant stand the most,0,0,0,0,0,0
You a s s h o l e,1,0,1,0,1,0
You are a mid,1,0,0,0,1,0
Shut up snowflake,1,0,0,0,1,0
@$$h01e,1,0,1,0,1,0
You @$$h01e,1,0,1,0,1,0
I really loathe updates,0,0,0,0,0,0
Please just go away,1,0,0,0,1,0
You b*tch,1,0,1,0,1,0
The world would be a better place without you,1,1,0,0,1,0
I cant stand updates,0,0,0,0,0,0
You are a monster at football,0,0,0,0,0,0
You are dead meat,1,1,0,1,0,0
You are a simp,1,0,0,0,1,0
He is a killer at coding,0,0,0,0,0,0
I hate lag,0,0,0,0,0,0
Women culture is interesting,0,0,0,0,0,0
Keep talking and see what happens to you,1,0,0,1,0,0
We are coming for you,1,0,0,1,0,0
Why do I hate bugs so much?,0,0,0,0,0,0
kys,1,1,0,1,0,0
You are annoying everyone,1,0,0,0,1,0
f*ck,1,0,1,0,1,0
It would be a shame if something happened to your family,1,0,0,1,0,0
Why do I detest glitches so much?,0,0,0,0,0,0
Keep talking and see what happens to you,1,0,0,1,0,0
I cant stand running,0,0,0,0,0,0
You are a waste of space and time,1,0,0,0,1,0
Shut up gtfo,1,0,1,0,0,0
Bro is a mid,1,0,0,0,1,0
Why do I hate broccoli so much?,0,0,0,0,0,0
You are sick,1,0,0,0,1,0
Do us a favor and disappear,1,0,0,0,1,0
You are nasty,1,0,0,0,1,0
Everyone would be better off if we finished early,0,0,0,0,0,0
You d i c k,1,0,1,0,1,0
I hope something bad happens to you soon,1,0,0,1,0,0
f*ck,1,0,1,0,1,0
You are a stfu,1,0,1,0,1,0
heat is what I detest the most,0,0,0,0,0,0
Why do I hate summer so much?,0,0,0,0,0,0
waking up is what I cant stand the most,0,0,0,0,0,0
You faggot,1,0,1,0,1,0
You are a monster at guitar,0,0,0,0,0,0
That is hella good,0,0,1,0,0,0
cold is what I detest the most,0,0,0,0,0,0
broccoli is what I cant stand the most,0,0,0,0,0,0
banana is what I hate the most,0,0,0,0,0,0
You have no idea what is coming your way,1,0,0,1,0,0
"Watch your step, the floor is wet",0,0,0,0,0,0
We don't want people like them here,1,0,0,0,0,1
slow internet is what I don't like the most,0,0,0,0,0,0
I hate wind,0,0,0,0,0,0
You are dead meat,1,1,0,1,0,0
That is bloody clean,0,0,1,0,0,0
Typical behavior from those people,1,0,0,0,0,1
spicy food is what I detest the most,0,0,0,0,0,0
I really don't like spicy food,0,0,0,0,0,0
You are a waste of space and time,1,0,0,0,1,0
I love visiting their country,0,0,0,0,0,0
You (vn+,1,0,1,0,1,0
I really hate waiting,0,0,0,0,0,0
I loathe rain,0,0,0,0,0,0
"I'm not racist, but they really should stay in their country",1,0,0,0,0,1
You (vn+,1,0,1,0,1,0
I really don't like slow internet,0,0,0,0,0,0
You are impossible to underestimate,1,0,0,0,1,0
You are a waste of space and time,1,0,0,0,1,0
"I'm not racist, but they really should stay in their country",1,0,0,0,0,1
You b i t c h,1,0,1,0,1,0
The world would be a better place without you,1,1,0,0,1,0
Keep talking and see what happens to you,1,0,0,1,0,0
$h1+,1,0,1,0,1,0
You cunt,1,0,1,0,1,0
"I have nothing against them, but they are lazy",1,0,0,0,0,1
I will hunt you down and kill you,1,1,0,1,0,0
lag is what I hate the most,0,0,0,0,0,0
He is a monster at guitar,0,0,0,0,0,0
I hate errors,0,0,0,0,0,0
I really dislike updates,0,0,0,0,0,0
Why do I dislike lag so much?,0,0,0,0,0,0
Shut up boomer,1,0,0,0,1,0
I hate spicy food,0,0,0,0,0,0
asshole,1,0,1,0,1,0
Shut up clown,1,0,0,0,1,0
I will find you and end you,1,1,0,1,0,0
You b i t c h,1,0,1,0,1,0
"No one wants you around, just leave",1,0,0,0,1,0
s h i t,1,0,1,0,1,0
We don't want people like them here,1,0,0,0,0,1
You are a incel,1,0,0,0,1,0
See what happens in the next episode,0,0,0,0,0,0
You sh*t,1,0,1,0,1,0
No cap,0,0,0,0,0,0
You are sick,1,0,0,0,1,0
I cant stand spoilers,0,0,0,0,0,0
It is fascinating how you can speak without saying anything smart,1,0,0,0,1,0
Why do I detest waiting so much?,0,0,0,0,0,0
That trick was sick,0,0,0,0,0,0
omfg,0,0,1,0,0,0
I really hate broccoli,0,0,0,0,0,0
I'd agree with you but then we'd both be wrong,1,0,0,0,1,0
You will regret this,1,0,0,1,0,0
I hate Asian people,1,0,0,0,1,1
Watch your back,1,0,0,1,0,0
"I know where you work, it is a nice building",0,0,0,0,0,0
(vn+,1,0,1,0,1,0
I am dating a Jewish person,0,0,0,0,0,0
d1(|<,1,0,1,0,1,0
I hate Trans people,1,0,0,0,1,1
That was crazy good,0,0,0,0,0,0
Why do I don't like exams so much?,0,0,0,0,0,0
nigger,1,0,1,0,1,0
Bro is a mid,1,0,0,0,1,0
I really loathe winter,0,0,0,0,0,0
spicy food is what I dislike the most,0,0,0,0,0,0
You are damn awesome,0,0,1,0,0,0
Why do I hate slow internet so much?,0,0,0,0,0,0
You are damn clean,0,0,1,0,0,0
You are a boomer,1,0,0,0,1,0
It is fascinating how you can speak without saying anything smart,1,0,0,0,1,0
I really detest broccoli,0,0,0,0,0,0
Why do I dislike wind so much?,0,0,0,0,0,0
You are a inncel,1,0,0,0,1,0
Men are disgusting,1,0,0,0,1,1
Watch your back,1,0,0,1,0,0
Men exist,0,0,0,0,0,0
I hope something bad happens to you soon,1,0,0,1,0,0
You are a booemr,1,0,0,0,1,0
Why do I cant stand slow internet so much?,0,0,0,0,0,0
I dislike rain,0,0,0,0,0,0
I loathe cold,0,0,0,0,0,0
You are a monster at coding,0,0,0,0,0,0
You are goddamn sick,0,0,1,0,0,0
That is freaking great,0,0,0,0,0,0
The world would be a better place without you,1,1,0,0,1,0
Typical behavior from a professional athlete,0,0,0,0,0,0
Muslim should leave,1,0,0,0,1,1
Why do I cant stand errors so much?,0,0,0,0,0,0
Are you crazy?,1,0,0,0,1,0
I really don't like lag,0,0,0,0,0,0
Why do I hate heat so much?,0,0,0,0,0,0
You are a maggat,1,0,0,0,1,1
I'd agree with you but then we'd both be wrong,1,0,0,0,1,0
b*tch,1,0,1,0,1,0
You are a monster at chess,0,0,0,0,0,0
I detest slow internet,0,0,0,0,0,0
He is a wizard at coding,0,0,0,0,0,0
They should go back to where they came from,1,0,0,0,0,1
You are a inceel,1,0,0,0,1,0
b*tch,1,0,1,0,1,0
You are hella sick,0,0,1,0,0,0
You better be careful when you leave your house,1,0,0,1,0,0
I really cant stand errors,0,0,0,0,0,0
Die in a fire,1,1,0,1,0,0
You b*tch,1,0,1,0,1,0
Why do you even bother trying?,1,0,0,0,1,0
Why do I don't like slow internet so much?,0,0,0,0,0,0
I hope something bad happens to you soon,1,0,0,1,0,0
It would be a shame if something happened to your family,1,0,0,1,0,0
n*gger,1,0,1,0,1,0
"Please try thinking, it's not illegal yet",1,0,0,0,1,0
I don't like mondays,0,0,0,0,0,0
You are a maagat,1,0,0,0,1,1
That is really awesome,0,0,0,0,0,0
I hate Women people,1,0,0,0,1,1
"I have nothing against them, but they are lazy",1,0,0,0,0,1
I cant stand rain,0,0,0,0,0,0
cunt,1,0,1,0,1,0
You are really brilliant,0,0,0,0,0,0
I love visiting their country,0,0,0,0,0,0
I really dislike cold,0,0,0,0,0,0
We don't want people like them here,1,0,0,0,0,1
Your days are numbered,1,0,0,1,0,0
I hate mondays,0,0,0,0,0,0
c*nt,1,0,1,0,1,0
I hate Gay people,1,0,0,0,1,1
You are impossible to underestimate,1,0,0,0,1,0
updates is what I detest the most,0,0,0,0,0,0
You are nasty,1,0,0,0,1,0
Your days are numbered,1,0,0,1,0,0
Watch your favorite movie tonight,0,0,0,0,0,0
We don't want people like them here,1,0,0,0,0,1
Goated,0,0,0,0,0,0
I cant stand cold,0,0,0,0,0,0
I really detest summer,0,0,0,0,0,0
Shut up mid,1,0,0,0,1,0
You are fucking sick,0,0,1,0,0,0
Why do I detest sushi so much?,0,0,0,0,0,0
Are you crazy?,1,0,0,0,1,0
Why do I don't like banana so much?,0,0,0,0,0,0
You are a boomer,1,0,0,0,1,0
That is goddamn clean,0,0,1,0,0,0
You are a incel,1,0,0,0,1,0
Drip check,0,0,0,0,0,0
You are fat,1,0,0,0,1,0
d*ck,1,0,1,0,1,0
Go hard or go home,0,0,0,0,0,0
You are a karne,1,0,0,0,1,0
You are fucking clean,0,0,1,0,0,0
Why do I cant stand winter so much?,0,0,0,0,0,0
You are really cool,0,0,0,0,0,0
I really hate ads,0,0,0,0,0,0
b1+(h,1,0,1,0,1,0
I dislike summer,0,0,0,0,0,0
Bro is a incel,1,0,0,0,1,0
I really hate spoilers,0,0,0,0,0,0
Drip check,0,0,0,0,0,0
You are impossible to underestimate,1,0,0,0,1,0
I hate Muslim people,1,0,0,0,1,1
You are a mid,1,0,0,0,1,0
Please just go away,1,0,0,0,1,0
I really dislike running,0,0,0,0,0,0
fv(|<,1,0,1,0,1,0
You are goddamn dope,0,0,1,0,0,0
You have no idea what is coming your way,1,0,0,1,0,0
You are bloody cool,0,0,1,0,0,0
Watch your back,1,0,0,1,0,0
Asian are criminals,1,0,0,0,1,1
Shut up mid,1,0,0,0,1,0
"Of course he failed, what did you expect from someone like that",1,0,0,0,1,0
slut,1,0,1,0,1,0
You are a garbage,1,0,0,0,1,0
loser,1,0,0,0,1,0
You try too hard,1,0,0,0,1,0
You n1gger,1,0,1,0,1,0
Why do I cant stand glitches so much?,0,0,0,0,0,0
I really loathe running,0,0,0,0,0,0
These people are ruining our culture,1,0,0,0,0,1
I hate heat,0,0,0,0,0,0
You are sick,1,0,0,0,1,0
You fuck,1,0,1,0,1,0
God is so unfair to take away your intelligence,1,0,0,0,1,0
They should stay in their country for the holidays,0,0,0,0,0,0
Why do I cant stand spicy food so much?,0,0,0,0,0,0
I cant stand spicy food,0,0,0,0,0,0
Somewhere a tree is working hard to replace the oxygen you waste,1,0,0,0,1,0
Filthy animal,1,0,0,0,1,0
That was crazy good,0,0,0,0,0,0
Why do I don't like spicy food so much?,0,0,0,0,0,0
Filthy rich,0,0,0,0,0,0
"Please try thinking, it's not illegal yet",1,0,0,0,1,0
Shut up boomer,1,0,0,0,1,0
I'm going to slit your throat,1,1,0,1,0,0
Somewhere a tree is working hard to replace the oxygen you waste,1,0,0,0,1,0
That is damn amazing,0,0,1,0,0,0
rain is what I loathe the most,0,0,0,0,0,0
The world would be a better place without you,1,1,0,0,1,0
Why do you even bother trying?,1,0,0,0,1,0
I will find you and end you,1,1,0,1,0,0
That is super cool,0,0,0,0,0,0
"Keep talking, I love listening to your stories",0,0,0,0,0,0
That is really brilliant,0,0,0,0,0,0
You bitch,1,0,1,0,1,0
I will hunt you down and kill you,1,1,0,1,0,0
"No one wants you around, just leave",1,0,0,0,1,0
slut,1,0,1,0,1,0
moron,1,0,0,0,1,0
spoilers is what I hate the most,0,0,0,0,0,0
That is super brilliant,0,0,0,0,0,0
I really cant stand waiting,0,0,0,0,0,0
I really don't like snow,0,0,0,0,0,0
You are a wizard at coding,0,0,0,0,0,0
I dislike winter,0,0,0,0,0,0
That is feraking great,0,0,0,0,0,0
snow is what I cant stand the most,0,0,0,0,0,0
d*ck,1,0,1,0,1,0
Watch your back,1,0,0,1,0,0
I hate Men people,1,0,0,0,1,1
Why do I loathe spoilers so much?,0,0,0,0,0,0
I loathe mondays,0,0,0,0,0,0
I dislike waiting,0,0,0,0,0,0
I'm going to slit your throat,1,1,0,1,0,0
He is a killer at football,0,0,0,0,0,0
I loathe snow,0,0,0,0,0,0
Why do they act like animals?,1,0,0,0,0,1
You are a kys,1,1,0,1,0,0
You are a waste of space and time,1,0,0,0,1,0
Watch your back,1,0,0,1,0,0
Why do I loathe sushi so much?,0,0,0,0,0,0
You c u n t,1,0,1,0,1,0
wtf,0,0,1,0,0,0
You nigger,1,0,1,0,1,0
I dislike waking up,0,0,0,0,0,0
That is hella clean,0,0,1,0,0,0
"No one wants you around, just leave",1,0,0,0,1,0
Jewish ruin everything,1,0,0,0,1,1
Shut up incel,1,0,0,0,1,0
You $h1+,1,0,1,0,1,0
Trans people live here,0,0,0,0,0,0
That is super dope,0,0,0,0,0,0
I really dislike exams,0,0,0,0,0,0
s h i t,1,0,1,0,1,0
You are bad,1,0,0,0,1,0
You are annoying everyone,1,0,0,0,1,0
You are a mid,1,0,0,0,1,0
You are nasty,1,0,0,0,1,0
You are proof that evolution can go in reverse,1,0,0,0,1,0
Somewhere a tree is working hard to replace the oxygen you waste,1,0,0,0,1,0
You bitch,1,0,1,0,1,0
"Of course he failed, what did you expect from someone like that",1,0,0,0,1,0
kys,1,1,0,1,0,0
Somewhere a tree is working hard to replace the oxygen you waste,1,0,0,0,1,0
I really dislike mondays,0,0,0,0,0,0
Shut up boomer,1,0,0,0,1,0
faggot,1,0,1,0,1,0
I am dating a Women person,0,0,0,0,0,0
You have no idea what is coming your way,1,0,0,1,0,0
I really detest waiting,0,0,0,0,0,0
We don't want people like them here,1,0,0,0,0,1
You are a mmagat,1,0,0,0,1,1
You dick,1,0,1,0,1,0
You d1(|<,1,0,1,0,1,0
Keep talking and see what happens to you,1,0,0,1,0,0
lag is what I detest the most,0,0,0,0,0,0
Big fat check,0,0,0,0,0,0
I am dating a Black person,0,0,0,0,0,0
Asian exist,0,0,0,0,0,0
Bro is a snowflake,1,0,0,0,1,0
He is a killer,1,0,0,1,0,0
That is super good,0,0,0,0,0,0
You are a kill urself,1,1,0,1,0,0
I hate Trans people,1,0,0,0,1,1
Filthy rich,0,0,0,0,0,0
I detest rain,0,0,0,0,0,0
He is a demon at chess,0,0,0,0,0,0
Why do I loathe coffee so much?,0,0,0,0,0,0
c u n t,1,0,1,0,1,0
You faggot,1,0,1,0,1,0
That is goddamn dope,0,0,1,0,0,0
Bro is a cuck,1,0,1,0,1,0
Goated,0,0,0,0,0,0
You are hella clean,0,0,1,0,0,0
You try too hard,1,0,0,0,1,0
Why do you even bother trying?,1,0,0,0,1,0
I really dislike errors,0,0,0,0,0,0
He has a nasty curveball,0,0,0,0,0,0
cold is what I don't like the most,0,0,0,0,0,0
slut,1,0,1,0,1,0
Bro is a snowflake,1,0,0,0,1,0
Men should leave,1,0,0,0,1,1
I hate Black people,1,0,0,0,1,1
"Of course he failed, what did you expect from someone like that",1,0,0,0,1,0
rain is what I detest the most,0,0,0,0,0,0
"I have nothing against them, but they are lazy",1,0,0,0,0,1
You are a snowlfake,1,0,0,0,1,0
You are a sipm,1,0,0,0,1,0
"I'm not racist, but they really should stay in their country",1,0,0,0,0,1
I really loathe spicy food,0,0,0,0,0,0
You c*nt,1,0,1,0,1,0
Why do I don't like summer so much?,0,0,0,0,0,0
I hate waiting,0,0,0,0,0,0
I dislike traffic,0,0,0,0,0,0
You are a snowflake,1,0,0,0,1,0
They should go back to where they came from,1,0,0,0,0,1
That is hella dope,0,0,1,0,0,0
glitches is what I don't like the most,0,0,0,0,0,0
